Company Name,data_id,type,service_options,Overall Rating,Overall Address,Overall Reviews,parameter,place_id,Review,Engine,Rating,date,User Name,User Friends,User Photos,User Reviews,User Likes
Precision Home Pros Austin TX,,,,1.7,"1508 Dessau Ridge Ln Unit 302 Austin, TX 78754",12,precision-home-pros-austin-2,CU1gPXPeWPT-l7I1JjPjXQ,"I was a victim of this company.  See the other reviews.  That is what happened to me.  They pretend that they are saving you money on internet and TV and phones.  The phone service was lousy and you had to get an app to listen to your voice messages.  They said that oh, you will get a security system for the $100 a month you are saving on your other services.  You were not given any contract at the time.  They sent it through email the day after.  If you did not read it within 2 days and cancel it you were paying $9600. For the security system at 9.99 percent interest which means you are paying over $16,000. For a security system that others companies are selling for around $1000.  I was a victim of this scam.  I went to the police but they said that there was no crime involved and they could not help.  I just sold my house and called them to cancel my monthly monitoring, which I was paying $24.64 a month for.  I was told that the contract required 5 years for monitoring and that I owed all of the money for the 5 years plus a $500. Cancellation fee, which came to an additional $1749.44.  I was threatened with breach of contract by Chris, the owner, and he said he would file a lien against me for the whole contract amount even though I had paid off the $9600 the security contract stated was the price.  This company is taking advantage of many people and they need to be stopped.  I hope this will prevent someone else from going through this nightmare.  Please call me at 512-508-1707 if you are a victim so we can stop this company from doing this to others.",Yelp,1,2023-01-01T01:54:02Z,Cathy S.,1,0,2,
Precision Home Pros Austin TX,,,,1.7,"1508 Dessau Ridge Ln Unit 302 Austin, TX 78754",12,precision-home-pros-austin-2,CU1gPXPeWPT-l7I1JjPjXQ,"Dont do it. don't let them talk you into their home security system, TV streaming service or anything else. They make promises of services and incentives and don't provide them. The salesman stopped me in Walmart and asked what phone service and internet service I used.he told me he could lower my bill and provide a security system as well for less than I was currently payin for phone and cable. he offered a $125 gift card if I would let them come out. I did. they convinced me to change Tv providers and buy their security system My phone would remain with my current carrier but they would pay off the phone.No gift car; no phone payoff occured. The security system has had problems since day one. I called and called customer service and was always told someone would return my calls. Nope. Not until I got an answering machine and left an angry message that I wanted to cancel everything did I get a response. The owner called and assured me all would be fixed. Tech came out, said the wrong sensors were used and put up new ones. Three of my 5 doors are still showing a malfunction. Called customer service a month ago. Still no response. Im paying for a security system that does not work. Don't do it. Don't buy from them or change your services to theirs.",Yelp,1,2022-09-14T22:48:48Z,Kathy G.,1,0,3,
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very honest about the pricing! He also set me up with better service and saved me money which is amazing! This program makes perfect sense! Thank you Eric you’re amazing!,Google,5.0,4 months ago,betty Sheets,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,The home automation install was efficient and straight forward.  The roku and internet setup took a little work but was done in a reasonable amount of time and my bills are even lower than expected. I highly recommend Precision Home Pros and their program. Amazing,Google,5.0,4 months ago,James Lynch,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Beware!  Bait and switch sales tactics. They claim to save money with internet and streaming services yet they are not affiliated with any of them and ultimately you are buying an over-priced security system with an unbreakable long-term contract.

Do your research and go to the Better Business Bureau (BBB) to see real accounts regarding this company. Many have written about the sales tactics used to rope you into a long-term contract that does not help with bundling other services. It even includes information that PHP is paying customers to leave 5-star Google Reviews.  In addition they lock you into a contract that is very difficult to terminate.

Over-priced equipment and a contract that is nearly impossible to terminated early. Do your research before signing a contract with Precision Home Pros.

My Father thought he was signing a security contract and ended up with a $7,000 loan. In addition, the contract allows for arbitrary annual rate increase and is written so that you must complete the terms of the contract or pay a huge penalty to break the contract early.
Do your research on PHP President, Christian Bolding and allegations about his business ethics.",Google,1.0,a month ago,Chad Nelson,,,17,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Precision Home Pros owner Chris called me to follow up on a camera issue. As a result, Jamaun came to install a new replacement camera within a half hour!  Chris and all employees, including Andrew, Eric and Jamaun, demonstrate geniune concern for customer satisfaction and strive to exceed our expectations! I do not know of any other company whose owner personally shows this concern and creates this culture with his employees. Kudos to Chris and Precision Home Pros!",Google,5.0,2 months ago,David Linzey,,,5,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was a very honest gentlemen about the program. He went over the pricing and gave me a better value and I love the home automation system. Thank you - Brenda,Google,5.0,2 months ago,Brenda Pippens,,,4,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was professional his presentation on point ! And needed ! The service we needed! We are customers that appreciate good hard working people that will provide service that is needed! Thank you,Google,5.0,3 months ago,Shera Henderson,,,4,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Total scam .  They could not produce even half of what they promised . Yet they still want paid for services they couldn't provide.  Yo the point they are trying to sue  me.,Google,1.0,a month ago,Mark “Handyman” Bostick,,,80,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Great experience with Eric!  Extremely patient with me in explaining all aspects of the program.  Was super transparent with billing details.,Google,5.0,5 months ago,Penny Burleson,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"I've had a series of extremely disappointing experiences with this company, and I feel it's important to share my perspective. My interactions left me feeling misled and undervalued. While I had hoped for a straightforward and positive experience, it unfortunately did not turn out that way.

From my understanding, the terms of service weren't as clear as I expected. Despite assurances regarding the interest rates and service functionality, my experience did not align with those expectations. The services, including the security system and doorbell, did not meet the level of quality I was led to believe I'd receive. This discrepancy between what was promised and what was delivered has led me to advise others to proceed with caution.

It's come to my attention that there might be varying experiences out there, with some individuals having different interactions with this company. In my case, the decision by the loan provider to cease their partnership with this vendor was an eye-opener.

While I've noticed a number of positive reviews, my experiences lead me to wonder about their origins. This is purely my personal skepticism, and I encourage everyone to conduct their own thorough research.

Given what I've gone through, my suggestion to anyone considering this company's services is to document all interactions for your own protection. It's something I wish I had done more diligently. Based on my personal journey, I'm hesitant to recommend this company, but I believe in the importance of making informed decisions based on a wide range of information and sources. I'd recommend looking at the recent conversations on their Facebook page to begin your research.",Google,1.0,8 months ago,Redacted,,,1,3
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew did a great job explaining the Starlink connection, security systems and the phone service. He saved us tons of money monthly. I recommend him for all your home technology.",Google,5.0,7 months ago,Donald Pick,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"These guys were great, they gave us a way better value and saved us a pretty penny. We’re so happy to have met the representative.",Google,5.0,6 months ago,Darla Gilcrease,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew is an amazing representative of the company. Real respectful and kind. Very informative and easy to understand. We like him a lot, and enjoyed him visiting us. We thank him for helping us with all our issues.",Google,5.0,9 months ago,Judy Barron,,,2,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,This company has taken care of me and my family. Eric set us up with a nice package including a smart home security system. He explained all the fine print of the program and pricing was correct. This is a trustworthy company!,Google,5.0,9 months ago,jean havener,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Eric was extremely easy to work. Very king, patient and thorough.",Google,5.0,2 weeks ago,Brenda Marsh,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was very informative and very nice. His professionalism speaks volumes about the company and he worked very hard to get me set up. I’m very pleased with the value added through this program.,Google,5.0,9 months ago,Peggy Pratt,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very polite! He saved me a good amount of savings! Everything was very clear! I do recommend Eric and this company for service! Thank you precision home pro!,Google,5.0,8 months ago,Chansineth Kry,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric set me up with a nice package including an automation system! He explained all the pricing and he was a nice guy! Plus he was on time and save me some money! - Ray Davis,Google,5.0,7 months ago,Ray Davis,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was very helpful and informative. We’re very pleased with the savings,Google,5.0,3 months ago,Kathy Collins,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very professional about his sales presentation! I'm now saving money on my cable and internet also cell phone services and getting an extra service which is the home security system!!  I love that it comes as a package deal and cheaper then what I was currently paying! I highly recommend doing business with this company and Eric was very upfront and honest about the fine print,Google,5.0,a year ago,David Olson,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric is very professional and very knowledgeable about his product. His personality is one that is good when dealing with people. I would highly recommend him to my friends.,Google,5.0,8 months ago,Phillip Zendejas,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very friendly and easy to work with.He was very transparent and explained the sales presentation and answered all our questions. Great customer service. We were very happy to work with him. ALL THE PRICES WERE TRUE AND THE SECURITY AGREEMENT WAS EXPLAINED CORRECTLY INCLUDING FINE PRINT!!,Google,5.0,a year ago,Elda Leyva,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,These guys are the answers to our problems with internet. Starlink internet is MUCH better than our hotspot. The home automation package is such a great value.,Google,5.0,6 months ago,Barbara Charba,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,They saved us a good amount of money per month AND included an alarm system. Were also very excited about Starlink internet.,Google,5.0,7 months ago,Jimmy Spiars,,,54,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew with Precision Home Pros helped us save over $100 on our DIRECTV, internet and wireless services plus we got more services for our money.  Andrew was great and explained everything so that you understand the services you are getting. Highly recommend Precision Home Pros.",Google,5.0,9 months ago,REBECCA,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Wow! Andrew found me in a local Walmart and saved me a bunch of money. I am so happy I did not turn him away that day. Andrew was so professional and very knowledgeable of the Precision Home Pros products and services. He is definitely an asset to his company. So, thank you Andrew for the huge savings.",Google,5.0,a year ago,Betty Beemon,,,5,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,I got a great deal on my cable and cellphone rates.  They gave me DirecTV Stream on all of my TVs and included HBO.  The security system works great and they didn't even charge me for installation. Very excited.,Google,5.0,a year ago,Cathy Miears,,,60,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric did a GREAT job.  He answered all questions did the complete setup.,Google,5.0,4 months ago,Bill Houchin,,,2,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was amazing and very professional. He explained everything in great detail.He spent a lot of time making everything  so easy to understand and saved me a lot of money. I highly recommend him and this company.,Google,5.0,a year ago,Tracy Gromatzky,,,4,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was super helpful he literally did everything he could to make sure we are safe.   Having a daughter with epilepsy makes all our decisions a lil tougher and I feel confident that we are being looked after on a personal level.  Our security mattered,Google,5.0,a year ago,Mike Romano,,,4,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Had an amazing experience. They helped me with my security system and mounting a couple of really heavy TVs. I would definitely recommend and would use them in the future!!!!!,Google,5.0,8 months ago,Julia Cameron,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Their customer service is outstanding! And everything was installed quickly with no hassle. They included a new iPhone 12 in my package so I can see the cameras on my phone. This was a very pleasant experience.,Google,5.0,a year ago,Jennifer Brown,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew and Brady were very helpful.  We got a great new security system and saved money.  On top of it all, we got starlink internet.",Google,5.0,10 months ago,ROGER W. FRIEDRICHS,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,The reps were very nice and very friendly. They educated us on how everything would work and it’s such a great deal. Very impressed with their program.,Google,5.0,9 months ago,Suzanne Clark,,,3,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,They were very thorough and helpful. They gave us good service and even better prices.  Were very satisfied with our deal.,Google,5.0,8 months ago,Tammy Barrett,,,2,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,We were very pleased with the program and how it lowered our monthly rates.  Our TV bill was about to increase and now we won't have to pay more.  They also payed off the remaining balance of our cellphones!,Google,5.0,a year ago,Marilyn Jamison,,,1,0
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Great service customer service was pretty fast and the savings is awesome and the shopping gift cards was included as well! Right on time before Christmas!!! I love these guys and highly recommend them!,Google,5.0,a year ago,Vonita Edens,,,15,0
